Tweets,Favorite,Retweets,Engagement,Sentiment,Tweet Length,Exclamations/Questions,Capital Letters,Passion
So happy to be part of the  rally in NYC today. #nyc #speakingout #girlpower #breakingthesilence #rightsforwomen #feminism #timeforchange ,0,0,0,0.8,138,0,4,4
The latest Art Advisor Girl!  ,0,0,0,0.625,30,1,4,5
The  Sexual Harassment & Abuse moment is NOT about flirtation or extra marital affairs! It is about trespassing on women's bodies & their psychological safety. Here's more in my interview today on Detroit's WJR Radio. ,2,0,2,0.25,218,1,16,17
Grace VanderWaal Speaks out of  | Backstage at Women in Music 2017  ,0,0,0,0.0,68,0,9,9
Gabrielle Union On : ?The Floodgates Have Opened For White Women? ,0,0,0,0.0,66,0,12,12
"The world listens when white women speak up. Lessons from  
Sounds like a good paper to write",1,0,1,0.35,94,0,3,3
It?s time to clearly define sexual harassment and sexual assault.  This is silliness.    ,1,0,1,0.3666666666666667,89,0,4,4
When is the  campaign on racism starting?,0,0,0,0.0,41,1,1,2
Prevent #sexualharassment these words:  #NotMe  #Weinstein #leader ,0,0,0,0.0,67,0,6,6
"'I will no longer be a victim', women speak out on sexual harassment in nat'l security agencies #woc  #xxtra  ",0,0,0,0.2125,110,0,1,1
"Thank you @Nike you just made my day. I wish more retailers would make my Christmas Shopping this easy!
 #Reisit #Impeach ",0,0,0,0.5208333333333334,123,1,9,10
The fact that @Corey_Feldman is attempting to use the  movement to profit off the abuse of innocent children is sick and vile!  You arel making more victims by your silence & your basic explaination is we're trolls and you won't give out the names til you get paid!,7,1,8,0.026785714285714274,265,2,6,8
Meet The Black Woman Who Started The ?Me Too? Campaign Against Sexual Assault A Decade Ago  ? ,3,1,4,0.16666666666666669,94,0,16,16
Gabrielle Union On : ?The Floodgates Have Opened For White Women? ,0,0,0,0.0,66,0,12,12
"#NP on  - Show 77 - You don't know me like that  by Freethinkers Radio 

#iPhone: 

#Android: 
",1,0,1,0.0,100,0,10,10
What We Can All Learn From Domestic Workers' Silent Battle Against #SexualHarassment: #DomesticWorkers  ,0,0,0,0.0,104,0,17,17
"Cecile Richards says ?? onstage at the Women in the World Dallas Salon:
 #WITW ",11,4,15,0.0,80,0,12,12
"as a Hillary Clinton supporter, delete this awful tweet. anyone part of the  movement is brave for speaking up. fuck you ",2,1,3,-0.2,121,0,4,4
"Follow & donate.
#TrumpPenceMustGo 
 ",0,0,0,0.0,39,0,7,7
How Politics Might Sour the  Movement: Look no further than the early nineties to see how sexual harassment scandals curdle into partisan battles. ,2,1,3,0.1125,147,0,8,8
"  #Survivor #SelfDefense Practical gifts for everyone.  not just stun guns! car safety tools, kids safety books, and more #SmallbusinessSaturday #Veteran",1,0,1,0.25,153,1,9,10
"Dear ALABAMANS (Esp blk folks)
On Tuesday Dec 12, you must get out & vote for your next Senator. @GDouglasJones  is the best choice for your state & the country. To find your polling place go to 
#VOTEBLUE 
#ALSen
 
#BlackLivesMatter",1,0,1,0.5,238,0,35,35
"Shouldn?t the #democrats  discuss strategy before making a wholesale purge mid-term?  Right now, accusations only affect the Dems.",0,0,0,0.14285714285714285,130,1,5,6
The icon that Twitter attaches to the  hash tag looks like a vagina to me,0,0,0,0.0,73,0,4,4
"#KOZINSKI 9th Circuit?s Court of Appeals  is being accused of having subjected a number of the court's female staffers to a range of inappropriate sexual actions, including as recently as 2012, the Post reports.   @sfchronicle @latimes @5thCircAppeals ",1,3,4,0.16666666666666666,252,0,14,14
What a crock of shit.  will let you know when we've gone far enough. ,1,2,3,-0.03333333333333333,69,0,2,2
Personally; I believe Franken accusers. I am shocked  #AlFranken has been a strong advocate for Justice.  Strong Articulate #Trump #Opposition #Accuser #FascistRepublicanAgenda #Franken should be contrite and make amends #WomenSupportGroups #PlannedParenthood #StayandFight ,0,0,0,0.041666666666666664,274,0,24,24
"I love the  movement. I hate that it's necessary. I love that it can no longer be ignored. I hate that its need for digestibility and shareability requires such distillation. So, here's my stab at adding some context.  #Enjoy #Discuss 

",0,0,0,-0.02857142857142858,239,0,9,9
.@SenGillibrand You obviously jumped on the bandwagon of politicians who want to advance their careers no matter how you do it.  Opportunistically seizing on the  movement to grab some publicity proves that.  It?s trendy to hitch wagons to this movement.,5,4,9,0.3,254,0,7,7
"When freedom stings just as much as bondage. This is exactly why #16daysisnotenough 

",1,1,2,0.225,88,0,2,2
"The latest issue of The Globe's new newsletter, Amplify, is out. This week, @HannahSung writes about  and #AfterMeToo ",2,2,4,0.3181818181818182,118,0,12,12
How Politics Might Sour the  Movement via @POLITICO for iOS  ,0,1,1,-0.15000000000000002,61,0,17,17
Could the #ERA pass in the  era? ,1,1,2,0.0,33,1,5,6
Mood: @melchristoforou shaking her head & mumbling to herself about hating school  ,0,0,0,0.0,83,0,1,1
"Lots of creativity and joy out here at the  protest outside Trump Tower in NYC.
#TrumpPenceMustGo 
It?s about time.
Support Refuse Fascism tonight:  ",28,26,54,0.4,152,0,16,16
"So the Dems are being accused of sexual assault (confirmed for the most part) left and right and are forced to resign. Instead of protesting them, protest Trump instead ?  ",0,0,0,0.2309523809523809,172,0,6,6
"Listen to my segment ""Angela Orlando"" on Anchor: Author of The Daily Abuse   #abuse",0,0,0,0.0,83,0,8,8
"?I feel like this is a tipping point...this has the potential to cause a sea change?...it must #GeenaDavis, it has to; we?ll make it... #leadthechange #worththefight #justthebeginning #BreakTheSilence  ",0,0,0,0.0,202,0,8,8
"Picked up Milk & Honey in a local shop and finished it in one sitting. Struggled with how much of it read like memes or dear diary snippets, but Kaur's contribution to the  convo can't be ignored.",1,0,1,0.1,196,0,5,5
The  reckoning continues ? and it's stranger than ever ,0,0,0,0.0,55,0,3,3
" an argument for #genderequalityto be taught early: my 1st incidence of #ViolenceAgainstWomen was at 8yrs. 3 boys ambushed me on the way home from school and attacked me. Punishment: #thestrap 
Me: #devastated 
What are you teaching ur boys?
#respectothers",0,0,0,0.1,259,1,6,7
Damn fucking straight it will. This is it. We're over it. Done.  ,12,4,16,0.2,65,0,6,6
Oakland Teacher Turns  Experience into Lesson for Students  ,0,0,0,0.0,60,0,8,8
5 Ways Intimate Partner Violence Research Informs   ,0,0,0,0.2,52,0,8,8
"Are you a victim of fake news? Fake news is used for one purpose: to gain and maintain total control over you. Your first step to breaking free is recognizing that the news is fake. Once you acknowledge reality, you can get the help you need. ",595,199,794,-0.13214285714285715,243,1,6,7
Just saw that and thought it?s worth sharing #politics #USA  ,2,0,2,0.3,61,0,4,4
"Virtually all non-white women! ""The Women ignored by the  movement"" ",3,2,5,0.0,68,1,4,5
"?Everything in the world is about sex except sex. Sex is about power.? 
 ? Oscar Wilde  #oscarwilde #sex #quoteoftheday #Insights",1,1,2,0.0,130,0,5,5
"Men and women need to come together, and not be torn apart by ",1,0,1,0.0,62,0,3,3
Dylan Farrow: Why has the  revolution spared Woody Allen? Props to @MiaFarrow for raising inspiring children in spite of Woody. ,1,0,1,0.5,128,1,11,12
"26 years ago there was the #IbelieveAnitaHill movement. Today we have  .... not much has changed. Women still being targeted, excepted today, we?re no longer silent! Movement #letourvoicesbehears",1,1,2,-0.05,195,1,8,9
"How long have I been mentioning this? Longer than the  movement has existed, that's for sure. Am I more ""woke"" than Rose McGowan & TIME's ""Silence Breakers""? And, if I am, would they care? Or do I have to be part of the cult?
",0,0,0,0.3875,227,4,20,24
Trump must go.   #trumpmustgo #factsmatter #TheResistance #IAmTheResistance #ImpeachTrump @SenWarren @amyklobuchar @SenSanders @JoeManchinWV @SenatorBaldwin #moveon,0,0,0,0.0,164,0,19,19
"Confusing times for women. Hey, Leia was Luke's twin. Think about it.  #meetoo",0,0,0,-0.3,78,0,7,7
"ALL Lives Matter!  If we were to CASTRATE RAPISTS, they  #RESISTANCE #ResistanceWomenUnite #WEBELIEVEYOU!  #RAPISTSSHOLDBECASTRATED /1 ",0,0,0,0.0,135,2,71,73
Swedish police -style @Facebook group may be illegal: report - #bullying #misogyny #Sweden ??  via @TheLocalSweden,0,0,0,-0.5,114,0,8,8
 Nick told me that day when I went to the movie Con Air that no body will believe that he tried to rape a fat girl.,0,0,0,0.0,115,0,6,6
"Selena Gomez shares a heartfelt statement to women of the  movement. 

""I have never been? ",0,0,0,0.0,93,0,5,5
"Roy Moore was banned from the mall for preying on underage girls. That is all that the info needed. End of story. When money shuns money, that is truth. Sad, but still TRUE. ",154,53,207,-0.07500000000000001,174,0,12,12
Daily news you may have missed:   #jumanji,0,0,0,0.0,42,0,1,1
"Why is noby touching Trump on ?
It?s strange?",0,0,0,0.225,46,2,3,5
" Better late than never, I'm telling my story in the hope that this abuser who is a Radford University professor and DeMolay honoree is stopped. @radfordu @Aly_Raisman @DeMolay @DeMolay_Intl ",1,1,2,0.1,191,0,15,15
"We have anti bully movements, we have , we have #blm, but we have a man who exemplifies everyone of these injustices in the highest office of the land. We look like a Country of hypocrites",0,0,0,0.0,188,0,3,3
"RallyNYC
 #TheMilitaryToo
Private #LaVenaJohnson raped and murdered by her fellow soldiers ",11,13,24,0.0,93,0,15,15
"Seriously?

Can we use LEAD for Radiation Places so 'Wallie' breaks down less?

#MainAnalytics  #YourTurn",0,0,0,-0.21851851851851853,109,2,15,17
"Time's Person of the Year is The Silence Breakers of ! Now is the best time to read our  collection! This is a historic moment and it needs to be memorialized, passed around and passed on. Kindle, Nook + eBook editions are FREE  ",4,7,11,0.4666666666666666,229,2,19,21
"My Dad on the : Grammaricly, that?s incorrect. It should be ?Me Also?.

Me: Dad, grammaricly isn?t technically a real word.

Dad: You can also go fuck yourself.

I love my Dad so much.",1,0,1,0.125,190,0,14,14
"Dylan Farrow, Woody Allen?s Accuser, Says  Movement Is ?Selective? ",1,0,1,0.0,67,0,11,11
Al Franken?s Resignation and the Selective Force of  | The New Yorker ,0,0,0,0.13636363636363635,70,0,10,10
"Arizona congressman badgered his female subordinates to ?bear his children?. ?????

We need an #atwoodalreadywrotethis hashtag  #HandmaidsTale 

",0,0,0,0.0,149,0,4,4
Trump Fully Supports Roy Moore And Will Campaign For Him -   ,0,0,0,0.0,61,0,10,10
"Gemmel Moore?s body was found dead on July 27 of a drug overdose in the home of Ed Buck. Today is December 9, 2017 and no new answers have been found.  ",0,1,1,-0.1340909090909091,152,0,9,9
"America?s latest ?Scarlet Letter? moment: Opposition to real instances of sexual abuse and all forms of anti-human cruelty and exploitation is a class issue, requiring the mobilization of the working class against capitalism  #SocialismNotFeminism  ",6,3,9,0.4,249,0,9,9
Approving the Equal Rights Amendment would be a great way to push  to something lasting and durable.,4,0,4,0.26666666666666666,100,0,4,4
Part 2 of Betsy Davis' corroboration of #LeighCorfman 's story of #RoyMoore 's molestation of her at age 14. Betsy's husband knew about the molestation 20 years ago. It's NOT a new story concocted for political purposes. It happened #TheResistance  #ALPolitics ,26,25,51,-0.03409090909090909,261,0,20,20
When is  and the sexual abuse contagion going to seriously hit the music industry?  ?? ,1,1,2,0.08333333333333334,87,1,3,4
Oakland Teacher Turns  Experience into Lesson for Students ,2,0,2,0.0,59,0,8,8
" @KITV4 employed this pervert who made rape jokes to his female colleagues on morning TV who later became @uhmanoa spokesman. I reported a crime on campus & have been in hiding since. Reporting a crime is illegal but stalking females isn't?
 ",0,0,0,-0.16666666666666666,243,1,10,11
"I was 19 when I went to apply for a typist job in Hollywood. A location manager led me into the office of Jon Avnet. I was offered the job of Asociatte Producer, a condo, a car, and private schools for my son. I said no. He handed me $50 and insisted on getting a kiss. ",0,0,0,0.0,270,0,11,11
"""Boys will be boys"" 

No. 

Boys will be fucking held accountable for their actions. 

",1,0,1,-0.6,93,0,5,5
Another horrific  account. This time from a former legal clerk. ,0,0,0,-0.26666666666666666,64,0,2,2
 on a bus survey. Yikes. ,0,0,0,0.0,25,0,1,1
"I've never met a woman in my life into bi dudes so the thousands of bi men found me in this digital age globally have a theoretical identity ?????

",0,0,0,0.0,150,0,3,3
"
Do I say anymore? @AbbsWinston @countdown2040 @israevil2015 @Zionistcrimes @israeleBoicotta #DeleteIsrael  ",0,1,1,0.0,109,1,10,11
"Even if we believe everything these women are saying, Nothing Al Franken even did was illegal! And these women are either A) hysterical w a total victim mentality, that just need attention, or B) exploiting the  for political & personal gain ",10,5,15,-0.2833333333333333,242,1,9,10
I love @realDonaldTrump @POTUS ???? #MAGA  ,58,36,94,0.5,43,0,17,17
"If #HillaryClinton had been elected  wouldn't have happened, #HarveyWeinstein would still be powerful.",0,0,0,0.3,102,0,7,7
 Love him even more today! #MAGA ,0,0,0,0.5625,33,1,7,8
"Opinion | For black women,  came centuries too late ",0,1,1,-0.2333333333333333,52,0,4,4
".@alfranken, please do NOT resign. I, as a woman & a Democrat &  , support you. You have the right for due process. If you resign, you are setting the precedence for anyone to accuse anyone else for sexual misconduct to destroy his/her reputation & career. ",6,2,8,0.11517857142857142,257,0,9,9
"Artist Alleges Raghubir Singh Assaulted Her, Stages  Performance at His Retrospective  via @hyperallergic",0,0,0,0.0,105,0,12,12
Trump must go.   #trumpmustgo #factsmatter #TheResistance #factsempower @MikeCrapo @SenSchumer @DickDurbin @PattyMurray @SenStabenow @MarkWarner #ImpeachTrump,0,0,0,0.0,158,0,17,17
" Movement Is Person Of The Year, 'Time' Says - markruffalo: Bravo. Thank you for your courage and... ",1,0,1,0.0,101,0,12,12
"My friend Marie on @AlJazeera talking about vulnerable women and the  movement. 

",1,1,2,-0.5,84,0,4,4
FANTASTIC  RallyNYC ,14,4,18,0.4,20,0,17,17
Will Feminism?s Past Mistakes Haunt ? ,6,1,7,-0.25,38,1,7,8
The latest FemMag Radio: what we're reading!  ,0,0,0,0.625,46,1,4,5
"Hi Brooke Baldwin @BrookeBCNN 
Why did you take a pic with pedophile Jacob Schwartz who was arrested for possessing thousands of images of Child Pornography?
 #rape #children #porn #molestation ",3,0,3,0.0,196,1,15,16
"?The behavior she described is horrifying. It is also a crime,? Assembly Speaker Anthony Rendon (D-Paramount) said in a statement at the time.? #Trump #SexualPredators #TIMEPOY #RoyMoore #RoyMooreIsAChildMolester #VoteDougJones  Kick them to the curb ",0,0,0,-0.9,251,0,32,32
"We have to demand @realDonaldTrump be held accountable! Keep up the pressure until Congress takes action!

     
#TrumpIsASexPredator ",11,13,24,0.125,137,2,18,20
"Borrowed from the @jesus_m_christ Twitter account because this is sad and true and funny in the most unfunny way. .
.
#Christians #liars #Jesus #god #religion #politics #gop #Republicans  #Alabama #roymoore #donaldtrump #sexualassault  ",1,0,1,0.15,238,0,6,6
 rally in Manhattan brings sexual harassment survivors together  via @amNewYork RallyNYC  #SexualHarassment #SexualMisconduct #TheResistance #DonaldTrump,3,0,3,0.5,153,0,21,21
Extremely proud to know you @GretchenCarlson ? you are an inspiration. No more hiding. We will #befierce.  ,8,3,11,0.275,107,0,5,5
?I never felt safe on set? ? Canadian actors on changing the culture of harassment  via @torontostar  #aftermetoo @mskristinkreuk @allanhawco @jillhenessey @actranat,14,8,22,0.5,165,0,2,2
 Protecting Children from Sexual Abuse ,4,0,4,0.5,39,0,6,6
The  Moment: ?We must keep on raising our voices against sexual repression & harassment! Tell your story! ,0,0,0,0.78125,106,2,6,8
"""Innocent until proven guilty"" pertains to being convicted of a crime. It does NOT mean an employer has to retain an employee amid allegations. Employers, colleagues, and the general public can't convict without due process, but we can and will eliminate unsafe workspaces. ",0,0,0,0.013541666666666669,274,0,8,8
Powerful and raw song from a survivor of sexual assault at today's RallyNYC.  ,42,20,62,0.18974358974358974,78,0,9,9
New Essay Up! #Latinx 'Healing From Sexual Assault by Elizabeth Munoz  #BoldLatina #Latinx #WoC ,1,0,1,0.3352272727272727,96,1,17,18
"Oh, its Mueller Time
??..can't get you off my mind..You're gonna have to do some time...?? can't get away with all that crime.Oh, it's
Mueller Time.
@realDonaldTrump 
@HouseofRepsPH 
@houseofrep 
@judgeroymooreAl
@Senorinhatch
@Resistancestrong
@Resist
",3,2,5,0.0,263,0,17,17
I miss my city! So proud to be a New Yorker and I wish I could have been there today  ,0,0,0,0.4681818181818182,86,1,6,7
What's next for the  movement? @maevehiggins @JenaFriedman & @NeginFarsad  discuss on latest #FakeTheNation ,2,1,3,0.25,108,1,10,11
Check this out: Men explain sexual harassment and how to make a better  movement they would approve of ,0,0,0,0.5,103,0,2,2
"Check out  HBS interview w/Robbie Kaplan   #WomanInLaw  ??the attorney who fought the case that overturned Defense of Marriage Act | Also she is defending Melanie Kohler  
 (link:  )  ) ",1,0,1,0.5,187,0,17,17
"#IAmTheResistance

I live in a northeastern state that used to be blue. I have 2 wonderful children who inspire me to #Resist. I worry about their futures. I have ulcerative colitis and am a preexisting condition. I am part of the  movement 
#PTSD 

#IAmTheResistance ",47,18,65,0.3787878787878787,273,0,20,20
Kelly Clarkson Wants  to Impact Positive Change | Backstage at Women in Music 2017  ,0,0,0,0.2136363636363636,84,0,11,11
The  reckoning continues ? and it's stranger than ever ,0,0,0,0.0,55,0,3,3
I don?t care to consume media that involves rapists or rape apologists. I really don?t give a shit anymore and the more ?celebs? exposed for choosing money over basic morals the better. Rape culture is alive and well and it?s disgusting. ,2,0,2,0.0142857142857143,238,0,5,5
Gabrielle Union On : ?The Floodgates Have Opened For White Women? ,0,0,0,0.0,66,0,12,12
 Rally  #stopviolenceagainstwomen ,0,0,0,0.0,34,0,3,3
 Rally Invites Survivors To Speak Out In Front Of Trump Tower In NYC,0,0,0,0.0,68,0,17,17
"Looking back at it, the  movement was hands down one of, if not the most inspiring and effective movements I?ve ever witnessed.",5,1,6,0.2888888888888889,127,0,4,4
send your hate tweets to @TheRealDisco  ,0,0,0,-0.8,40,0,5,5
"Guys, you can be part of the solution to curb sexual harassment at work.   #workingwomen ",1,0,1,0.5,89,0,1,1
Trump must go.   #trumpmustgo #factsmatter #TheResistance @JohnCornyn @johnthune @JohnBarrasso @RoyBlunt @CoryGardner @MikeLeeforUtah,0,0,0,0.0,133,0,14,14
"""And when you're a star they let you do it.""  activists lining up at Trump Hotel to let him grab their pussies. That's star power. ",0,0,0,0.0,131,0,6,6
The nutty nine is also into sixty-nine with clerks   #Franken #HarveyWeinstein @CNN @FoxNews,0,0,0,0.0,92,0,11,11
So far I haven't heard a word of empathy for JH's physical condition & the role that might have played in his behavior. Just 100% condemnation. Maybe some of these woman engaged in their tragedian  should consider? ,0,0,0,0.05,215,0,8,8
"  

Outside Trump Hotel at Columbus Circle. Rain or shine, snow or sleet, we will have equitable justice. ",8,0,8,0.0,108,0,8,8
"So is 'Blanket' a common name?  #opensecret 
 ",0,0,0,-0.3,47,1,4,5
How Politics Might Sour the  Movement - POLITICO ,0,0,0,-0.15000000000000002,49,0,15,15
"As a Muslim woman, it?s my duty to speak out about the sexual abuse I survived as a child   #whydidyou?",0,0,0,0.5,103,1,3,4
Wonderful to see so many dedicated people showing up for  in NYC snow ,0,0,0,0.75,70,0,4,4
"About those 'false allegations', btw. This is essential reading. #ibelieveher   ",0,1,1,-0.20000000000000004,80,0,2,2
"Kate Winslett, Kristen Stewart, Blake Lively, Scarlett Johansson - actresses who have chosen to ignore Woody Allen?s sexual assault of a CHILD who he was adopted father of. Also Wallace Shawn and Alec Baldwin. These people are in everything and it?s gross. ",1,0,1,0.21212121212121213,257,0,23,23
"I know I?ve tweeted this already, but after the  movement it?s just making me ill... could we PLEASE  retire ?Baby It?s Cold Outside? forever now? Just remove it from all the playlists? Stop covering it? It?s not cute, it?s GROSS.",1,0,1,-0.27,230,3,22,25
How Politics Might Sour the  Movement: Look no further than the early nineties to see how sexual harassment scandals curdle into partisan battles. ,1,0,1,0.1125,147,0,8,8
'The Silence Breakers' behind  named Person of the Year by Time magazine - The Telegraph ,5,0,5,-0.4,89,0,10,10
I just realized JFK was a sexual predator. ? ,1,0,1,0.5,45,0,4,4
"#IAmTheResistance I'm a mother, a sister, a daughter. 
I #resist  @GOP. I #resist   @realDonaldTrump. I am , #BlackLivesMatter,
#MedicareForAll. I am part of the #Resistance. ",3,1,4,0.0,177,0,23,23
"DESPITE KNOWING #WEINSTEIN'S BEHAVIOR, HILLARY STILL TOOK HIS ?

#Follow what @HillaryClinton does, not what she says.

@JosephJankowski | #NEWSWARS.com

#BillClintonIsARapist #ImStillWithHer #NotMyPresident  #Hillary2020 #PedoGate #InfoWars #MAGA!

",0,0,0,0.0,258,1,87,88
"WHY #FEMINISTS STOLE 

@TIME chose the entire  movement as the ?#PersonOfTheYear?.

@Millie__Weaver | #INFOWARS.com

Millie discusses ?Person of the Year 2017? and the agenda #FemiNazis are working toward by co-opting .

#NewsWars #MAGA!

",0,0,0,0.0,249,1,55,56
This is so great:  #Saturdaynightlive #SNL ,0,0,0,0.8,43,0,5,5
"I'm a  woman. I just finished the Time article and it brought back 35+ years of harrassment, assault, 2 rapes, 3 stalkings, and all of it by various men in various jobs I held. Only once did I get support by my employer and Police; when my stalker stuck a gun in my face.",6,4,10,0.0,271,0,9,9
"LOLOL, #9mm,  ",2,0,2,0.8,14,0,5,5
"*Trigger Warning Powerful! Defense Atty called me horrible names at the trial.The Rape Shield Law was shouted over and over trying to Protect Me. @ProtectRDfnders @MilitaryRape @NotInMyMarines  
 #notinvisiblewar 
WhatNext 
military 

 ",7,2,9,-0.3125,241,1,24,25
The latest The kaiweb Daily!  ,0,0,0,0.25,30,1,3,4
"Dylan Farrow, Woody Allen?s adopted daughter and his sexual assault Accuser, Says  Movement Is ?Selective? and has covered up or ignored his abuse. -   ",1,1,2,0.5,152,0,11,11
"If You Think the  Movement Means You Can?t Hug a Woman Anymore, You?re a Simpleton Who Needs to Hug a Wet Electric Socket  via @TheRoot",1,1,2,-0.1,135,0,22,22
"Clash of Champions card update, Neville and Brock Lesnar's status,  comes to WWE/Pro wrestling?

",0,3,3,0.0,99,1,9,10
Trump must go.   #trumpmustgo #factsmatter #TheResistance @OrrinHatch #moveon,0,0,0,0.0,77,0,5,5
WhatNextOkay  [ACTION CALL] for women and men of sexually harssment. This Post is for those with #Courage2MoveMountains and the  Movement. #AnitaHill NEVER GIVE UP SPEAKING THE TRUTH! ,0,0,0,0.3625,184,1,55,56
"Here's Nicole Sumida, M. Evelina Galang, M.G. Bertulfo & Stan West at Evelina's ""Lola House"" book-signing at the Oak Park Public Library. Her wonderful book is about the 400,000 Asian ""comfort women"" who were abused by the invading Japanese soldiers during World War II - ",1,1,2,0.25,272,0,27,27
If  is part of your life make sure it doesn't happen again ,2,1,3,0.5,59,0,1,1
"Once again big girls, stay your grown asses out of a man's hotel room if you not with the ""real business"".  #Weinstein 
",0,0,0,0.1,121,0,3,3
This hotel room has a good case against me for its own  moment.,13,1,14,0.6499999999999999,63,0,1,1
#AddYourVoice to #EmpowerHer and support  ,1,1,2,0.0,42,0,7,7
TopTag(1week) 1:#tech 2:#DIDDYANDBILLIE 3:#TheVoiceBrasil 4:#OOutroLadoDoPara 5: 6:#AI 7:#1yrago  ,0,0,0,0.0,98,0,28,28
Trump must go.  @vp  #trumpmustgo #factsmatter #TheResistance @SpeakerRyan,0,1,1,0.0,74,0,5,5
Unwelcome sexual advances and requests for sexual favors constitute sexual harassment.   #PinkTie #SexualHarassment #SexAbuse,2,0,2,0.5,125,0,9,9
??????????  Rally Invites Survivors To Speak Out In Front Of Trump Tower In NYC - Refinery29 ,0,1,1,0.0,93,0,18,18
"This is Tarana Burke, the founder of the  Movement, and we think she should have been on the cover of Time Magazine. But whatever, we salute you sis ?????????? ",4,1,5,0.0,160,0,9,9
"This is why we started the #WeSaidEnough movement in October and have been joined by advocates and professionals across the country to create real change and end this pervasive culture.
#TheSilenceBreakers  ",5,2,7,0.2,208,0,10,10
 Youtube:MichelleHOPEWalkerSpeaks     #SexualAssault #Predator #Past of #Composer #Director of #YouLightUpMyLife  > The dark story behind Debby Boone?s Oscar-winning song ?You Light Up My Life?  via @ew,1,0,1,-0.1,202,0,30,30
"#MikePence, looking upon the  Crises with #SaintlyDetachment, framed with a faint twitching smile...",0,0,0,-0.1,100,0,7,7
"Could the ERA pass in the  era?
 ",1,1,2,0.0,34,1,5,6
"Hugging = danger, today?  Maybe a business ""practice"" that will disappear like the 3 Martini lunch.  Not everyone hugs. Not everyone drank. But trouble for some who do.  #IDontWantToBeMisunderstood  @WinnieSun ",0,0,0,-0.2,210,1,16,17
"An ""old"" post about a timeless subject: Is He Hitting On Me? A Clergywoman    #ChurchToo",0,0,0,-0.033333333333333326,88,1,12,13
"Wish you WOULD keep ""Quiet""?? ??? ",0,0,0,0.0,34,0,7,7
Yep! A #Post  guide Office Secret Santa Guidelines for 2017 via @NYTimes ,1,1,2,-0.4,73,1,12,13
I am  & you know where I would rally? I would rally against MY RAPIST!!,2,2,4,0.0,71,3,11,14
"Do you know the felling when you see a hashtag being overused, misused, killed and sexually harassed? Well, ",1,0,1,0.15,108,1,2,3
"#TriggerWarning This is #NotASafeSpace ""NO"" Is #NotASafeWord!  #FuckYourFeelings, #FuckYourOppression, Fuck your #WhiteGuilt or if you are with the   Movement!  Take a fucking number & Toughen up Butter Cups!  #PoliticallyIncorrectPornstar ",0,0,0,-0.625,240,3,33,36
"This is maybe the most important analysis I've read of , its pitfalls, & possibilities. Thanks, @melissagira. ",1,0,1,0.3666666666666667,110,0,5,5
Christmas tree up and the kids are getting exited  ,2,0,2,0.0,51,0,1,1
" #JusticeforIreneGarza @BlckdByJilZarin never give up! 57 years after her murder, justice for Irene Garza! Her murderer & rapist convicted & sentenced to life in prison. ",1,0,1,0.0,170,2,10,12
"Dylan Farrow, Woody Allen?s Accuser, Says  Movement Is ?Selective? ",0,0,0,0.0,67,0,11,11
Voted #TIMEGotItRight on @TheTylt because I?m glad TIME chose  for Person of the Year  ,0,0,0,0.5,87,0,19,19
"Yes to all of this @HaroldPerrineau and thank you for your bravery @AuroraPerrineau. All of us survivors hear you, believe you, and stand with you. 
 #StrongerTogether #noshamefist #believeher ",3,0,3,0.0,194,0,10,10
"Yes this exactly this. Me, too, Margot.  ?Cat Person? ",1,0,1,0.25,54,0,5,5
"When we discussed my  situation, these were the dynamics at play @jeremyharg ",0,0,0,0.0,77,0,1,1
"hey #romance readers: It's impossible to overestimate how important Courtney Milan's  moment is. She's ripped the lid off how even judges abuse and engage in #sexualharassment of clerks (and I'm sure staff, too). ",1,0,1,0.07777777777777779,213,0,5,5
"Dylan Farrow, Woody Allen?s Accuser, Says  Movement Is ?Selective? ",0,0,0,0.0,67,0,11,11
"Honoring Tarana Burke for being the first to break the silence. Thank you for blazing the trail.    #TimePersonOfTheYear 

",0,0,0,0.25,125,0,9,9
How Politics Might Sour the  Movement ,0,0,0,-0.15000000000000002,38,0,7,7
"One of the Preachers came to me and asked me if i wanted another ""Dic*"" in my life. I was so shocked.  I asked him, ""arent you married?"" And he said women are like tires, we all need a spare. I was 15. ",0,0,0,-0.225,202,1,9,10
Could the ERA pass in the  era? ,0,0,0,0.0,32,1,5,6
"""IS AMERICA STUCK IN BLACK & WHITE?"" DEPT:
Must it be either: (A) all victims shamed silent while perpetrators go unscathed? 
Or:  (B) all accused go down when any accuser speaks up?
We need , yes. But both sides must be aired.
Did @SenFranken need to go? How do we know? ? ",0,0,0,-0.246031746031746,278,5,42,47
"Are those ""some"" ppl who don't want change?  Real progress isn't that fragile - real movements like  aren't destroyed by human imperfection. BTW no one made such a claim of the status quo when women were being ignored as victims of sexual harassment & gender bias. ",0,0,0,0.15,265,1,7,8
Now We Cant even Give Women Compliments ,0,0,0,0.0,40,0,8,8
"Madeline Lewis wanted to follow her grandfather by graduating from #WestPoint, but was forced out after being shamed for a rape that was declared ""consensual sexual encounter.""  ",0,0,0,0.09999999999999998,178,0,6,6
"9 out of 10 women have been victims of pedophilia, street harassment and/or sexual assault; or they have a friend or female family member who has been victimized.

",0,1,1,0.25,166,0,2,2
"Pervasive, disgusting harassment. No industry is immune.  ",0,0,0,-1.0,58,0,2,2
